Description	group_sum
CDK11B	12.9106805555556
RP11-345P4.10	0.0288229166666667
SLC35E2B	6.22058865740741
RP11-345P4.6	0.746147453703704
MMP23A	0.200200462962963
CDK11A	6.16244930555556
RP1-283E3.4	1.97329722222222
SLC35E2	1.07851296296296
NADK	10.1369814814815
GNB1	57.6266805555556
RP1-140A9.1	0.279170833333334
CALML6	0.144333101851852
TMEM52	0.717603703703703
CFAP74	0.0120016203703704
RP11-547D24.1	0.0408662037037037
GABRD	0.392271064814815
RP11-547D24.3	0.00761898148148148
PRKCZ	1.94520162037037
RP5-892K4.1	0.0112083333333333
PRKCZ-AS1	1.13340092592593
FAAP20	3.80489814814815
RP11-181G12.4	0.0696539351851852
SKI	16.6508263888889
MORN1	0.326240277777778
RP4-713A8.1	0.0670518518518518
RP4-740C4.5	0.531084259259259
RP4-740C4.7	0.623287037037037
RER1	20.3432685185185
PEX10	5.44557708333333
PLCH2	0.130401851851852
RP3-395M20.2	0.0332796296296296
RP3-395M20.3	0.0327453703703704
PANK4	10.8356296296296
HES5	0.888428472222222
RP3-395M20.12	0.685791203703704
RP3-395M20.8	0.867827083333333
TNFRSF14	15.7808564814815
RP3-395M20.7	0.107480324074074
RP3-395M20.9	0.489233101851852
FAM213B	4.23685532407407
MMEL1	0.0421888888888889
RP13-436F16.1	0.000314583333333333
TTC34	0.0859787037037037
ABC14-1188822O7.1	0.00110092592592593
RP11-740P5.2	0.000326851851851852
RP11-740P5.3	0.00126851851851852
ACTRT2	0.011705787037037
LINC00982	5.22208796296296
PRDM16	3.30027638888889
MIR4251	0.000921759259259259
RP1-163G9.2	0.14909837962963
RP11-193J6.1	0.0407201388888889
RP11-22L13.1	0.213225231481482
ARHGEF16	0.387834722222222
RP11-168F9.2	0.0435606481481482
MEGF6	3.39009675925926
MIR551A	0.00109259259259259
RP11-46F15.2	0.661125
TPRG1L	31.9714189814815
WRAP73	7.74009722222223
TP73	0.0681787037037037
RP5-1092A11.5	0.0126405092592593
RP5-1092A11.2	0.00328101851851852
TP73-AS1	6.85938356481482
CCDC27	0.0257159722222222
SMIM1	3.76842175925926
LRRC47	19.8169375
RN7SL574P	0.228353472222222
RP1-286D6.5	1.34885625
CEP104	3.97970787037037
DFFB	1.83761875
C1orf174	5.66293726851852
LINC01134	0.237497453703704
LINC01346	0.00061087962962963
LINC01345	0.000855555555555556
EEF1DP6	0.00530787037037037
LINC01777	0.0077375
RP1-37J18.1	0
LINC01646	0.000351388888888889
AJAP1	0.0555155092592593
RP11-542C10.1	8.05555555555556e-05
RP1-58B11.1	0.0116354166666667
RP3-491M17.1	0.000477546296296296
RP11-154H17.1	0.00483587962962963
MIR4417	0
MIR4689	0
NPHP4	1.77132384259259
KCNAB2	7.16833333333333
CHD5	0.0747270833333334
RPL22	51.5852986111111
RP1-120G22.11	0.849432638888889
RNF207	29.0758564814815
ICMT	22.8038564814815
LINC00337	0.0244893518518519
HES3	0.00203148148148148
GPR153	5.5691599537037
ACOT7	5.88317476851851
HES2	0.0249296296296296
ESPN	0.0702909722222223
MIR4252	0
RP1-202O8.2	0.00296435185185185
TNFRSF25	10.0065972222222
PLEKHG5	9.01813194444444
NOL9	3.15480717592593
RNU6-731P	0.0116344907407407
RP11-58A11.2	0.106481481481482
TAS1R1	0.02543125
ZBTB48	6.48129861111111
KLHL21	24.4105439814815
PHF13	4.70317962962963
THAP3	4.88209444444445
DNAJC11	14.0414805555556
LINC01672	0.0013650462962963
RP11-312B8.1	0.165288194444445
CAMTA1	4.53305277777778
RP11-312B8.2	0.0166819444444444
RP11-334N17.1	0.0105712962962963
RNU1-8P	0.000408101851851852
CAMTA1-IT1	0.0394759259259259
RP3-453P22.2	0.00231666666666667
RP4-549F15.1	0.0379527777777778
RP11-338N10.1	0.0524377314814815
RP11-338N10.2	0.141605324074074
RP11-338N10.3	0.308195138888889
VAMP3	29.7210277777778
RP3-467L1.6	1.15182037037037
PER3	3.99830972222222
RP3-467L1.4	0.403905555555556
UTS2	0.0235078703703704
TNFRSF9	0.0225576388888889
RP5-892F13.2	0.00690625
PARK7	117.037162037037
Y_RNA	0.0253187675649906
ERRFI1	10.4585273148148
RP11-431K24.1	0.0517548611111111
CTA-215D11.4	0.0200599537037037
RP11-431K24.2	0.00363356481481481
LINC01714	0.013281712962963
RNU1-7P	0
RP11-431K24.4	0.00135625
RNU6-991P	0.000472916666666667
SLC45A1	1.43821296296296
RERE	30.9697430555556
RP5-1115A15.1	0.284780555555556
SNORA77	0.266366203703704
RP5-1115A15.2	0.0246226851851852
RPL7P11	0.0254569444444445
RPL7P7	0.0244988425925926
RP4-633I8.3	0.00735092592592593
RP4-633I8.4	0.0141252314814815
RPL23AP19	0.00451273148148148
ENO1	138.132766203704
MIR6728	0.046825462962963
ENO1-IT1	0.0848111111111111
ENO1-AS1	0.194647222222222
RNU6-304P	0.00174050925925926
HMGN2P17	0.0204340277777778
RP3-477M7.5	0.0163266203703704
RP3-477M7.6	0.049625
CA6	0.00964050925925926
RN7SL451P	0.00186435185185185
SLC2A7	0.0322597222222222
SLC2A5	0.86488587962963
SCARNA16	0.00217481481481481
GPR157	6.79519583333334
MIR34AHG	1.49227314814815
LINC01759	0.204245138888889
RP3-510D11.4	0.0250574074074074
H6PD	12.2915023148148
SPSB1	6.92732731481482
RNA5SP40	0.00315162037037037
RP13-392I16.1	0.0500814814814815
SLC25A33	2.68201643518519
RP13-15M17.1	0.26116412037037
TMEM201	5.45523217592593
PIK3CD	2.02486689814815
PIK3CD-AS1	0.0160960648148148
RP11-558F24.2	0.00217291666666667
PIK3CD-AS2	0.236156018518518
CLSTN1	24.097337962963
MZT1P1	0.00685601851851852
RP11-84A14.7	0.0116548611111111
CTNNBIP1	17.84775
LZIC	7.82581018518518
RP11-84A14.4	0.22666712962963
NMNAT1	4.78680416666667
RN7SKP269	0.27271087962963
RP11-84A14.6	0.0480787037037037
MIR5697	0.00343148148148148
RBP7	26.8071666666667
UBE4B	13.21308125
RP11-496H15.2	0.0136833333333333
PGAM1P11	0.0242703703703704
RNU6-828P	0.0507395833333333
KIF1B	9.1171074074074
MIR1273D	0.00158263888888889
RNU6-37P	0.0879733796296297
PGD	18.3778356481482
RP4-736L20.3	0.00505532407407407
CENPS	3.38986018518519
CORT	0.378824537037037
DFFA	5.58096481481482
PEX14	10.8989333333333
RN7SL614P	0.0811789351851852
CASZ1	7.22220601851852
RP4-734G22.3	0.983800462962964
HSPE1P24	0.00119236111111111
C1orf127	0.326435416666667
CFL1P6	0.0373319444444444
TARDBP	26.9854768518518
MASP2	0.983263194444443
RP4-635E18.8	5.42523888888889
SRM	41.4243171296296
EXOSC10	15.1119537037037
RP4-635E18.7	1.13539074074074
RP4-635E18.6	0.144414814814815
MTOR	7.43884953703703
MTOR-AS1	0.0113699074074074
RNU6-537P	0.00236944444444444
ANGPTL7	1.0087099537037
RNU6-291P	0.0139178240740741
RPL39P6	0.0169921296296296
UBIAD1	3.52767476851852
UBE2V2P3	0.0315636574074074
MTCYBP45	0.000956944444444444
DISP3	0.0430967592592592
LINC01647	0.0024712962962963
FBXO2	1.94609606481482
FBXO44	8.5058212962963
FBXO6	6.23584166666667
MAD2L2	7.44584050925926
DRAXIN	0.0334972222222222
AGTRAP	10.5241087962963
C1orf167	0.00833148148148148
RP11-56N19.5	0.00342962962962963
MTHFR	9.43753935185184
CLCN6	7.26291898148149
NPPA-AS1	1.07028518518519
NPPA	363.71051574074
NPPB	761.095903703704
RP5-934G17.6	0.111148842592593
RNU5E-1	0.110362731481482
RNU5E-4P	0.0322527777777778
KIAA2013	20.8108194444445
PLOD1	39.3911666666667
MFN2	163.138675925926
RP5-1077B9.5	0.00243865740740741
MIIP	8.57358101851852
MIR6729	0.00708194444444445
RN7SL649P	0.00120300925925926
TNFRSF8	0.417396759259259
RNU6-777P	0.00185277777777778
RPL23AP89	0.00958796296296296
MIR7846	0.00361875
TNFRSF1B	13.499587962963
MIR4632	0.00499328703703704
RPL10P17	0.0112877314814815
SNORA70	0.593491033950618
VPS13D	10.7764824074074
SNORA59A	1.06706203703704
RP5-888M10.2	0.0336506944444445
DHRS3	29.5447800925926
RNU6ATAC18P	0.109590740740741
MIR6730	0.00968958333333333
RP11-474O21.5	0.673110416666667
AADACL4	0.0134840277777778
RP11-474O21.2	0.00589074074074074
AADACL3	0.00319305555555556
C1orf158	0.00267060185185185
PRAMEF12	0.00223587962962963
PRAMEF1	0.00148587962962963
LINC01784	0.00479699074074074
PRAMEF11	0.00129722222222222
PRAMEF30P	0.00127407407407407
HNRNPCL1	0.0385625
PRAMEF2	0.00162569444444444
PRAMEF4	0.000677546296296296
PRAMEF10	0.0011662037037037
PRAMEF7	0.000776851851851852
RNU6-1072P	0
PRAMEF29P	0.000225231481481482
PRAMEF6	0.000550231481481482
PRAMEF28P	0.000462962962962963
PRAMEF27	0.000341898148148148
HNRNPCL3	0.0052837962962963
PRAMEF25	3.00925925925926e-05
PRAMEF34P	0.0003375
PRAMEF35P	0.00112546296296296
HNRNPCL2	0.00796157407407408
PRAMEF36P	4.3287037037037e-05
RP13-221M14.2	0
PRAMEF26	0.000175925925925926
HNRNPCL4	0.00547546296296296
PRAMEF9	0.000425231481481482
PRAMEF13	0.000306944444444444
PRAMEF18	0.000539583333333333
PRAMEF31P	0.00106365740740741
PRAMEF5	0.000224074074074074
PRAMEF32P	6.8287037037037e-05
RNU6-771P	0.000555092592592593
PRAMEF8	0.000402546296296296
PRAMEF33	0.000152083333333333
PRAMEF15	0.000891666666666667
RP11-219C24.10	0
PRAMEF14	0.00106481481481481
PRAMEF19	0.00156412037037037
PRAMEF17	0.000814120370370371
PRAMEF20	0.00219305555555556
LRRC38	0.781296759259259
RP4-597A16.2	0.0490608796296296
BRWD1P1	0.00309236111111111
PDPN	7.81473749999999
RNA5SP41	0.00138263888888889
CTA-520D8.2	0.0130719907407407
SCARNA11	0.0128859375
PRDM2	5.92899768518518
KAZN	1.00219976851852
RNU6-1265P	0.0011087962962963
RP11-344F13.1	0.0630145833333333
RP4-704D23.1	0.00437361111111111
TBCAP2	0.00418356481481482
TMEM51-AS1	0.103161805555556
TMEM51	2.99360787037037
C1orf195	0.0134240740740741
RP1-21O18.3	0.00814606481481482
RP5-903E17.2	0.0120101851851852
FHAD1	0.0225446759259259
RP3-467K16.2	0.0858143518518518
RP3-467K16.7	0.0225886574074074
RP3-467K16.4	0.018137037037037
EFHD2	15.7538865740741
CTRC	0.350902777777777
CELA2A	0.599506712962963
CELA2B	0.143296759259259
CASP9	4.47614212962963
DNAJC16	2.63018425925926
SCARNA21	0.0463959490740741
RP4-680D5.8	0.0785275462962963
AGMAT	0.0927712962962963
RP4-680D5.2	0.0251666666666667
CHCHD2P6	0.851492361111111
RNU7-179P	0.00161574074074074
CD24P1	0.00230324074074074
DDI2	4.65012476851852
RP4-680D5.9	0.0752550925925926
PLEKHM2	43.1302175925926
RP11-288I21.1	0.579375
SLC25A34	9.17559328703704
TMEM82	0.0106574074074074
RP11-169K16.4	0.0524050925925926
FBLIM1	21.7420569444445
RPL12P14	0.0762289351851852
UQCRHL	10.5868840277778
RP11-169K16.8	0.681262268518518
FLJ37453	2.03739837962963
SPEN	6.99987731481481
RP1-134O19.3	0.014237962962963
ZBTB17	8.23547916666667
RP11-5P18.1	0.0193222222222222
RP11-5P18.3	0.00188842592592593
RP11-5P18.11	0.00534768518518519
TBC1D3P6	0.00606875
C1orf64	0.266731944444445
HSPB7	1821.76199074074
CLCNKA	0.262492592592593
RP11-5P18.10	0.647969444444444
CLCNKB	0.980016898148148
FAM131C	2.75937731481482
EPHA2	9.48878009259258
RP11-276H7.2	0.26319837962963
RP11-276H7.3	0.138580324074074
ARHGEF19	1.60026527777778
ANO7L1	0.307051388888889
RSG1	2.03118333333333
MT1XP1	0.536267361111111
FBXO42	4.70444444444444
SZRD1	25.1135115740741
RP11-430L17.1	0.077449537037037
SPATA21	0.0143613425925926
NECAP2	10.1577824074074
LINC01772	0.730743981481481
CROCCP3	1.24849837962963
RNU1-1	0.00619606481481482
RP4-798A10.7	0.0310875
RP4-798A10.4	0.0197347222222222
LINC01783	0.0486451388888889
RNU1-6P	0
FAM231B	0.0020900462962963
RP5-875O13.6	0.051299537037037
NBPF1	0.984194907407407
RP5-1182A14.5	0.0254196759259259
CROCCP2	5.35521296296296
MST1P2	0.637465509259259
RP1-163M9.8	0.00421319444444444
RNU1-3	0.000388888888888889
FAM231A	0.00275115740740741
RP5-875O13.7	0.0224990740740741
EIF1AXP1	0.39247175925926
ESPNP	0.0139939814814815
RP1-163M9.7	0.00281481481481482
FAM231C	0.00336597222222222
RP5-1182A14.7	0.0013162037037037
RNU1-4	0
CROCCP4	0.0196886574074074
MST1L	0.176706018518519
RP11-108M9.1	0.002025
RP11-108M9.2	0.0180402777777778
MIR3675	0.00224606481481481
RP11-108M9.3	0.0744564814814815
RP11-108M9.4	2.78309097222222
RP11-108M9.5	1.19291921296296
RNU1-2	0.00665393518518518
RP11-108M9.6	0.153715740740741
CROCC	3.94120995370371
MFAP2	1.91031828703704
RP1-37C10.3	0.0226393518518518
ATP13A2	6.67981018518518
SDHB	147.785884259259
PADI2	0.379012731481481
RP11-380J14.1	0.0020474537037037
RP11-380J14.4	0.00102708333333333
PADI1	0.0136648148148148
PADI3	0.00329976851851852
MIR3972	0
PADI4	0.617393287037038
PADI6	0.00250347222222222
RCC2	7.6596875
ARHGEF10L	15.9504037037037
RP11-473A10.2	0.0114412037037037
ACTL8	0.00304791666666667
LINC01654	0.000376851851851852
IGSF21	0.405985648148148
RP11-174G17.3	0.0113016203703704
RP11-174G17	0.00089375
RP11-422P22.1	0.00183773148148148
KLHDC7A	0.00983287037037037
DYNLL1P3	0.00336643518518519
RP1-8B22.2	0.00068125
PAX7	0.00254050925925926
TAS1R2	0.00245902777777778
ALDH4A1	16.4148020833333
MIR4695	0.00078587962962963
MIR1290	0
IFFO2	2.07698842592592
RP5-1126H10.2	0.393661342592592
UBR4	10.3429974537037
RP1-43E13.2	0.963311342592593
EMC1	5.33038541666667
MRTO4	8.72623194444444
AKR7L	0.136417824074074
AKR7A3	0.306440046296296
RP4-657E11.10	0.480421759259259
AKR7A2	22.4504259259259
RNU6-1099P	0.0592226851851852
PQLC2	4.83443981481482
CAPZB	67.1270601851852
RN7SL277P	0.0207564814814815
RNU4-28P	0.00330740740740741
RP5-1056L3.1	0.116515972222222
MINOS1	26.04975
RP5-1056L3.3	3.65229097222222
NBL1	32.9921064814815
HTR6	0.0138773148148148
TMCO4	2.85759375
RNF186	0.00580625
RP11-91K11.2	0.00854050925925926
OTUD3	2.2030712962963
PLA2G2E	0.00276111111111111
RN7SL304P	0.0028587962962963
PLA2G2A	121.396504166667
PLA2G5	35.9143819444444
PLA2G2D	0.00813935185185185
PLA2G2F	0.0168412037037037
RP3-340N1.2	0.0223011574074074
PLA2G2C	0.0070150462962963
UBXN10-AS1	0.109777314814815
UBXN10	0.577816203703704
LINC01757	0.00191134259259259
VWA5B1	0.0572006944444445
RP4-745E8.2	0.00408333333333333
LINC01141	0.0186185185185185
RP4-749H3.2	0.0013287037037037
CAMK2N1	10.5178773148148
MUL1	23.1075856481481
RPS4XP4	0.0026400462962963
FAM43B	2.45049398148148
CDA	4.64062615740741
PINK1	32.6567256944445
PINK1-AS	2.57803171296296
DDOST	63.5358125000001
KIF17	1.74183240740741
RP5-930J4.5	0.000646759259259259
SH2D5	0.301132407407408
RP5-930J4.2	0.00850694444444444
HP1BP3	22.8720902777778
EIF4G3	7.59524189814815
RNU7-200P	0.000596990740740741
MIR1256	0.00155509259259259
RPS15AP6	0.0357805555555556
RP11-487E1.2	0.0092599537037037
HSPE1P27	0.00940601851851852
ECE1	29.9205208333333
RP3-329E20.2	0.157830787037037
RP5-1071N3.1	0.134730787037037
PPP1R11P1	0.0173534722222222
RP11-293F5.8	0.0260212962962963
RP11-293F5.1	0.000873148148148148
NBPF2P	0.261050462962963
HS6ST1P1	0.228037037037037
CROCCP5	0.00805370370370371
NBPF3	0.724412268518519
PFN1P10	0.00729421296296296
ALPL	11.2517337962963
RP11-63N8.3	0.0123569444444444
RAP1GAP	1.7573
USP48	7.20629259259259
RP11-132G19.3	0.00638009259259259
LDLRAD2	1.31990972222222
HSPG2	42.8719606481482
RP11-26H16.1	0.0792037037037037
RP11-26H16.4	0.0132465277777778
CELA3B	1.01450972222222
RN7SL386P	0.00424699074074074
RNU6-1022P	0.00257569444444444
CELA3A	2.93352430555556
RN7SL186P	0.0111944444444444
RNU6-776P	0.00538564814814815
LINC01635	0.0715766203703704
LINC00339	5.08791412037037
CDC42	38.0708773148148
CDC42-IT1	0.0352543981481481
RP1-224A6.8	0.0516641203703704
RP1-224A6.9	0.453709722222223
WNT4	0.0603168981481481
MIR4418	0
RP11-415K20.1	0.0130736111111111
RP11-415K20.2	0.0010150462962963
ZBTB40	5.06329583333333
ZBTB40-IT1	0.243518287037037
EPHA8	0.0149657407407407
MIR6127	0.00203194444444444
C1QA	21.8076571759259
C1QC	22.6305560185185
C1QB	23.8850013888889
EPHB2	0.226498842592593
MIR4684	0.00147384259259259
RP11-69E9.1	0.00134560185185185
MIR4253	0.000999305555555556
LACTBL1	0.00280856481481481
C1orf234	0.0485782407407408
KDM1A	15.9013240740741
RP1-184J9.2	0.0113048611111111
MIR3115	0
MIR4419A	0
LUZP1	6.43679722222223
RP5-979D14.1	0.0357548611111111
RNU6-514P	0.0083849537037037
RNU6-135P	0.0138069444444444
HTR1D	0.0316708333333334
RP5-1057J7.1	0.0267238425925926
LINC01355	1.87184027777778
HNRNPR	10.2652907407407
ZNF436	5.14123611111111
ZNF436-AS1	2.0702613425926
RP5-1057J7.7	0.399006944444445
TCEA3	22.6206206018519
RP4-654C18.1	0.0342349537037037
ASAP3	13.4310115740741
E2F2	0.11871712962963
RP1-150O5.3	0.0770826388888889
ID3	64.952037037037
MDS2	0.0164011574074074
RP11-223J15.2	0.00111087962962963
RPL11	217.25287037037
ELOA	9.03329606481481
ELOA-AS1	1.40108518518519
PITHD1	19.3097592592593
LYPLA2	18.341462962963
GALE	2.33330416666667
HMGCL	9.35321805555555
FUCA1	7.5935525462963
CNR2	0.00922986111111111
BTBD6P1	0.00974814814814815
RP11-4M23.3	0.00138240740740741
MIR378F	0.00141574074074074
RP11-4M23.4	0.0171375
PNRC2	25.6314166666667
SRSF10	9.3321226851852
RP11-4M23.7	0.00275046296296296
RP11-293P20.2	0.64414375
MYOM3	73.7846641203704
RP11-293P20.4	0.0100131944444444
IL22RA1	0.184570833333333
IFNLR1	0.806624074074074
RP11-10N16.2	0.00240393518518519
RP11-10N16.3	0.0103740740740741
GRHL3	0.0297881944444444
STPG1	0.735475231481482
NIPAL3	4.03468148148148
RCAN3	1.42483101851852
RP4-594I10.3	0.00396875
NCMAP	0.0763946759259259
RP11-496D1.2	0.00467407407407407
SRRM1	18.1133865740741
CLIC4	113.325793981482
RNU6-1208P	0.0168025462962963
RUNX3	0.453535416666667
MIR6731	0.00140416666666667
RP11-84D1.1	0.00760370370370371
RP11-84D1.2	0.0011837962962963
MIR4425	0.000912962962962963
RP4-799D16.1	0.00523634259259259
RP4-781L3.1	0.00587546296296296
RP4-706G24.1	0.00252800925925926
SYF2	12.2914745370371
RSRP1	17.5996712962963
RP3-465N24.6	0.476472685185185
RP3-465N24.5	0.328499768518519
RHD	0.11848587962963
SDHDP6	0.207881481481481
RP11-335G20.7	0
TMEM50A	23.2961875
RHCE	0.471655324074074
RP3-469D22.1	0.283171990740741
TMEM57	5.76427083333333
LDLRAP1	5.26906550925926
RP11-70P17.1	0.438094444444445
MAN1C1	3.0673849537037
RP1-187B23.1	0.0533324074074074
SELENON	31.256212962963
RP1-317E23.3	0.519916203703704
MTFR1L	53.9519675925925
AUNIP	0.438890972222223
RP1-125I3.2	0.0261615740740741
PAQR7	1.66491458333333
STMN1	6.05253958333333
SNRPFP2	0.00804768518518518
RP1-125I3.4	0.00662384259259259
MIR3917	0
PAFAH2	4.5002775462963
RNU6-110P	0.00628726851851852
SCARNA17	0.00349351851851852
SCARNA18	0.0131265046296296
EXTL1	2.26721666666667
SLC30A2	3.31165115740741
RP11-96L14.9	0.0372909722222222
TRIM63	115.386849537037
PDIK1L	1.39446458333333
FAM110D	3.51119444444445
RP11-96L14.8	0.00447731481481482
RP11-96L14.7	0.14519375
ZNF593	0.024405787037037
CNKSR1	1.24329490740741
CATSPER4	0.0046349537037037
RP11-231P20.2	0.648666203703704
RP11-231P20.6	0.00870416666666667
CEP85	12.9112333333333
RP11-231P20.5	0.798931944444445
SH3BGRL3	39.0587847222222
UBXN11	4.53601180555555
CD52	2.55630902777778
AIM1L	0.0190231481481481
RP11-569G9.7	0.00309189814814815
ZNF683	0.0531425925925925
LIN28A	0.00308888888888889
DHDDS	6.71233703703703
RP3-476K8.4	0.106473148148148
RP3-476K8.3	0.130181944444444
HMGN2	30.0586875
DPPA2P2	0.00388865740740741
RPS6KA1	1.92290578703704
MIR1976	0.00109722222222222
RN7SL679P	0.000485185185185185
RNU7-29P	0
RP11-492M19.3	0.00223865740740741
snoU13	0.0179531394675926
RP4-785J1.1	0.00182407407407407
RP5-968P14.2	0.180961111111111
ARID1A	9.53736712962963
PIGV	2.05058796296296
RN7SL165P	0.024512962962963
ZDHHC18	6.71606481481481
SFN	0.6047125
GPN2	5.46490300925926
GPATCH3	5.03326828703704
NUDC	47.1483611111111
NR0B2	5.4638787037037
KDF1	0.119627314814815
RPL12P13	0.0301025462962963
RP11-344H11.5	0.00281134259259259
OSTCP2	0.00362083333333333
TRNP1	10.8256020833333
FAM46B	18.4083701388889
SLC9A1	8.05943773148149
RP11-40H20.5	0.00830717592592593
CHCHD3P3	0.253123842592592
NPM1P39	0.143512962962963
SNRPEP7	0.00551921296296296
RP11-40H20.4	0.00249513888888889
WDTC1	28.4390949074074
RP11-4K3__A.3	0.158836574074074
TMEM222	14.4434976851852
RNU6-48P	0.125833333333333
ACTG1P20	0.50933912037037
SYTL1	0.680371759259259
MAP3K6	31.8900694444444
FCN3	34.7244199074074
CD164L2	0.0187736111111111
RP1-144C9.2	0.014230787037037
GPR3	1.09828263888889
WASF2	21.3673310185185
RP4-752I6.1	0.00843819444444445
RP1-159A19.4	0.228533564814815
AHDC1	11.2979097222222
FGR	4.53680162037037
RP1-159A19.3	0.944415972222222
RP11-288L9.1	0.0443159722222222
IFI6	47.7652638888889
RP11-288L9.4	0.0869516203703703
RNU6-949P	0.00184722222222222
CHMP1AP1	0.00105347222222222
RNU6-424P	0.0011787037037037
FAM76A	3.20221157407407
RP3-426I6.2	0.116575
RPEP3	0.0123655092592593
STX12	11.2516875
RP3-426I6.5	0.311199305555555
RP3-426I6.6	0.527304629629629
RNU6-1245P	0.00662407407407407
PPP1R8	9.35702847222222
SCARNA1	0.0238118055555556
THEMIS2	2.56578726851852
RPA2	14.509025462963
SMPDL3B	0.0290261574074074
RP11-460I13.2	0.00876898148148148
XKR8	3.53035902777778
EYA3	4.22379166666666
RP11-460I13.6	0.220061574074074
RN7SL559P	0.0271189814814815
SPCS2P4	0.724367592592593
RP5-1053E7.2	0.000912268518518519
RP5-1053E7.3	0.0111761574074074
RNU6-176P	0.00109166666666667
PTAFR	0.849093055555556
DNAJC8	23.4160416666667
ATPIF1	69.895849537037
RP5-1092A3.4	2.13184189814815
RP5-1092A3.5	0.0387372685185185
SESN2	4.33387615740741
MED18	4.40447708333334
PHACTR4	5.48934421296296
RP1-308E4.1	0.0350347222222222
RNU6ATAC27P	0.0358289351851852
RCC1	3.28630439814815
SNORA73A	0.560530555555556
SNORA73B	0.850890509259259
PRDX3P2	0.0606576388888889
RP4-669K10.8	0.062800462962963
TRNAU1AP	3.43480300925926
SNHG12	4.04009768518518
SNORD99	0.0171534722222222
SNORA61	3.89750833333334
SNORA44	0.706259953703704
SNORA16A	0
TAF12	8.52347731481482
RAB42	0.382092361111111
